  GOSU: Coefficients(1.00, [0.78, 2.34, 3.9, 2.34, 0.039])
SIMPLE: Coefficients(1.00, [0.8, 2.1, 3.4, 1.8, 0.1])
 TANGO: Coefficients(1.00, [0.726, 1.948, 3.134, 1.694, 0.052])
CURENT: Coefficients(1.00, [1.0991639999999878, 2.947757999999968, 4.744875999999948, 0.046999999999998585, 0.053])
act: 8841


runBB: 0.37
run1B: 0.56
run2B: 0.89
run3B: 1.21
runHR: 1.01
rnBIP: -0.06

runs-: 0.30
runs+: 0.62
wobas: 1.09

wobaBB: 0.73
woba1B: 0.93
woba2B: 1.29
woba3B: 1.64
wobaHR: 1.42


Batting: 3249/8321 0.281/0.719
Pitching: 4807/5587 0.462/0.538

           Hits | 0.129
        Doubles | 0.040
        Triples | 0.010
       HomeRuns | 0.046
          Walks | 0.095
             Ks | 0.254
Features: Contact, Gap, Power, Eye, Avoid K's, Running Speed
-- Hits
Selected: RandomForestScores: [(0.33106932277099027, RandomForest(...)), (0.32298211906238355, Isotonic(...)), (0.30230213638087233, Huber(...)), (0.3161789808104978, Linear(...))]Best Parameters: {'regressor__max_depth': 49, 'regressor__n_estimators': 2, 'selection__k': 2}Feature Scores: [76. 54. 37. 29. 43.  3.]Feature Mask: [ True  True False False False False]Feature Importances: [0.838 0.162]
-- Doubles
Selected: RandomForestScores: [(0.1969395894029543, RandomForest(...)), (0.11424891233436622, Isotonic(...)), (0.105109431533975, Huber(...)), (0.10590451445816436, Linear(...))]Best Parameters: {'regressor__max_depth': 9, 'regressor__n_estimators': 99, 'selection__k': 4}Feature Scores: [18. 14. 13. 18. 24.  2.]Feature Mask: [ True  True False  True  True False]Feature Importances: [0.426 0.119 0.161 0.293]
-- Triples
Selected: RandomForestScores: [(0.17732601976482673, RandomForest(...)), (0.03307613521658045, Isotonic(...)), (0.12370702853816233, Huber(...)), (0.16043287803628128, Linear(...))]Best Parameters: {'regressor__max_depth': 8, 'regressor__n_estimators': 88, 'selection__k': 4}Feature Scores: [12. 35. 13.  9. 17. 22.]Feature Mask: [False  True  True False  True  True]Feature Importances: [0.237 0.207 0.381 0.176]
-- HomeRuns
Selected: HuberScores: [(0.4970958072141281, RandomForest(...)), (0.4442709713849852, Isotonic(...)), (0.49462012175937103, Huber(...)), (0.47945353122389217, Linear(...))]Best Parameters: {'selection__k': 6}Feature Scores: [14. 13. 34.  7. 11.  0.]Coefficients: [-0.00936056  0.00839489  0.04993435  0.01917123 -0.00980338 -0.00866   ]Intercept: 0.0008650329458570902Feature Mask: [ True  True  True  True  True  True]
-- Walks
Selected: HuberScores: [(0.14254305333064446, RandomForest(...)), (0.16482729246611094, Isotonic(...)), (0.21216094385148784, Huber(...)), (0.2070953547773696, Linear(...))]Best Parameters: {'selection__k': 5}Feature Scores: [3. 2. 4. 9. 5. 0.]Coefficients: [-0.0215347  -0.03318015  0.01634206  0.10532561  0.03956709]Intercept: 0.004988349342293752Feature Mask: [ True  True  True  True  True False]
-- Ks
Selected: RandomForestScores: [(0.23376643377180237, RandomForest(...)), (0.12023587274482421, Isotonic(...)), (0.1897403255397929, Huber(...)), (0.2067033257709334, Linear(...))]Best Parameters: {'regressor__max_depth': 1, 'regressor__n_estimators': 5, 'selection__k': 3}Feature Scores: [45. 45. 29. 27. 46.  5.]Feature Mask: [ True  True False False  True False]Feature Importances: [0.6 0.  0.4]

           Hits | 0.054
        Doubles | 0.035
       HomeRuns | 0.021
          Walks | 0.025
             Ks | 0.044
Features: Stuff, Control, Movement, Groundball Pct., Endurance
-- Hits
Selected: HuberScores: [(0.09861274656802703, RandomForest(...)), (-0.01612763410002993, Isotonic(...)), (0.21798516023183986, Huber(...)), (0.20887828852517468, Linear(...))]Best Parameters: {'selection__k': 3}Feature Scores: [23.  2. 17.  1.  1.]Coefficients: [-0.07867526  0.08989726 -0.04147175]Intercept: 0.259178452742236Feature Mask: [ True  True  True False False]
-- Doubles
Selected: HuberScores: [(-0.1711216086432481, RandomForest(...)), (-0.18484724949098355, Isotonic(...)), (-0.06896058732579761, Huber(...)), (-0.07193612776939758, Linear(...))]Best Parameters: {'selection__k': 1}Feature Scores: [5. 1. 6. 1. 0.]Coefficients: [0.01114164]Intercept: 0.04937241069887546Feature Mask: [False False  True False False]
-- HomeRuns
Selected: LinearScores: [(0.11384984109331253, RandomForest(...)), (0.026787227177391532, Isotonic(...)), (0.04968477096845029, Huber(...)), (0.0809531740378902, Linear(...))]Best Parameters: {'selection__k': 4}Feature Scores: [1. 2. 8. 0. 0.]Coefficients: [ 2.24258886e-04 -3.31930960e-05 -9.26139507e-04  1.83281851e-04]Intercept: 0.07483045792381489Feature Mask: [ True  True  True False  True]
-- Walks
Selected: LinearScores: [(0.059139085309726745, RandomForest(...)), (0.05321651005155048, Isotonic(...)), (0.2455888535757037, Huber(...)), (0.2599366164440231, Linear(...))]Best Parameters: {'selection__k': 5}Feature Scores: [ 5. 33.  7.  1.  0.]Coefficients: [-3.12184993e-05 -1.51902667e-03 -2.25196847e-04 -1.27171332e-04 -3.49057540e-03]Intercept: 0.2307085821306181Feature Mask: [ True  True  True  True  True]
-- Ks
Selected: LinearScores: [(0.5698085633356315, RandomForest(...)), (0.547419528611489, Isotonic(...)), (0.5912407214119549, Huber(...)), (0.6233501082544974, Linear(...))]Best Parameters: {'selection__k': 1}Feature Scores: [105.   8.  28.   0.   1.]Coefficients: [0.00217149]Intercept: 0.04309012256154071Feature Mask: [ True False False False False]

Hitting Features
             Average |  -   107   +  |   5  15  25  35  45  55  65  75  85  95
             Contact | 113 ( -5) 108 |  83  83  82  81 101 113 107 108 106 106
                 Gap | 105 ( -3) 102 | 100  99  99  98  97 105 102 102 102 101
               Power | 106 (  2) 108 | 102 104 104 105 106 109 109 110 111 113
                 Eye | 104 (  7) 111 |  88  91  94  97 101 103 107 110 114 116
           Avoid K's | 108 (  0) 108 | 104 105 106 109 111 107 107 110 111 112
       Running Speed | 107 (  1) 108 | 107 107 107 107 107 108 108 109 109 108

Pitching Features
             Average |  -   102   +  |   5  15  25  35  45  55  65  75  85  95
               Stuff |  96 ( 12) 108 |  66  70  75  79  84  90  95 101 107 115
             Control | 101 (  3) 104 | 100 100 100 100 101 101 102 102 103 104
            Movement |  95 ( 17) 112 |  64  68  73  79  84  91  98 107 118 129
     Groundball Pct. | 101 (  2) 103 |  99 100 101 101 102 103 103 104 104 105
           Endurance |  86 ( 35) 121 | 

3B Santiago, A     23| .350/.411/.504 125  41 | .379/.431/.514 130 109 | -3552---   4 |  + || 133 || ML     *    |
 5 | Glessner, K      115   0 115 | Hipple, S        120   0 120 | Hipple, S        115   0 115
 6 | Kelly, S         110   0 110 | Castillo, J      111   0 111 | Campbell, T      114   0 114
 7 | Tetreault, A     109   0 109 | Davis, Z         110   0 110 | Telles, T        114   0 114
 8 | Campbell, T      109   0 109 | Kelly, S         110   0 110 | Kensaku, L       112   0 112
 9 | Broyles, J       108   0 108 | Baxter, H        108   0 108 | Broyles, J       111   0 111
10 | Telles, T        107   0 107 | Glessner, K      106   0 106 | Kelly, S         110   0 110

--- Trade Values ---
3B Ariel Santiago            23| 3B : 129       4  38  12 : 183 | 3B : 101       4  44   7     : 156 |   6 | 189 | -3552--- |    *      $550k a | $24.83M:$31.84M |  p418 | Houston Astros       | +++
SP Jacob Raymond             33| SP :     121      33  10 : 164 |    :                         :   0 |   0 | 164 |          |  F *    $11.79M   | $21.36M:$27.38M |  p533 | Houston Astros       | ***^
 C Ramiro Urrutia            34|  C : 119       3  27   9 : 158 |    :                         :   0 |  -2 | 156 | 61------ |    *     $9.98Mx3 | $17.88M:$22.93M |  p166 | Houston Astros       | ****
RF Tommy Howells             29| CF : 116       8  19   3 : 145 |    :                         :   0 |   4 | 149 | -2---368 |    *    $10.75Mx4 | $10.43M:$13.37M |  p357 | Houston Astros       | ***
CF Irving Anderson           30| CF : 104      17  16     : 137 |    :                         :   0 |   3 | 140 | -2---993 |    *     $4.37Mx2 |  $7.95M:$10.19M |   p84 | Houston Astros       | ***
RF Keith Glessner            27| RF : 115       5   9     : 129 | RF : 106       5  13   5     : 129 |   6 | 135 | -2---327 |    *+     $600k a |  $4.47M: $5.73M |  p511 | Houston Astros       | *^
SS Stephen Hipple            36| 3B : 116       5  26     : 147 |    :                         :   0 | -12 | 135 | -3265--- |    *+    $11.8Mx3 | $12.91M:$16.56M |  p302 | Houston Astros       | ****^
SS Kenneth Kim               24| SS :  92      14   0     : 106 | SS : 101      14  -1  12     : 126 |   6 | 132 | -3527--- |    *+    $1.45M a |        :        |  p228 | Houston Astros       | **
 C Sam Kelly                 27|  C : 110       1  16     : 126 |  C : 104       1   8   7     : 119 |   6 | 132 | 5------- |    *    $12.76Mx3 |  $7.95M:$10.19M |  p406 | Houston Astros       | **^
 C Herbert Baxter            34|  C : 105       8  18     : 130 |    :                         :   0 |  -2 | 128 | 71------ |    *+ ~           |  $8.94M:$11.46M |   p67 | Houston Astros       | *
CF Daniel Anthony            22| CF :  94      11   0     : 105 | CF :  90      11  19  -2     : 118 |   6 | 124 | -2---677 |                   |        :        |    p7 | Houston Astros       | ++
SP Brett Dennis              27| SP :     103      15     : 118 | SP :     105       0  11     : 115 |   6 | 124 |          |    *+ ~  $1.33Mx3 |  $7.45M: $9.55M |  p419 | Houston Astros       | **^
RF John Broyles              28| LF : 108       5   0     : 113 | LF : 106       5   4   4     : 118 |   5 | 123 | 22---726 |    *  ~   $600k a |        :        |  p454 | Houston Astros       | *^
SP Robert Hurst              36| SP :     110      22     : 133 |    :                         :   0 | -12 | 121 |          |    *+   $11.84Mx2 | $10.93M:$14.01M |  p260 | Houston Astros       | ***
2B Dominick Hellwig          26| 3B :  88       2  -5     :  84 | 3B : 111       2 -13  15     : 114 |   6 | 120 | -2451--- |    *+ ~   $600k a |        :        |  p445 | Houston Astros       | **
3B Jerry Burns               21| 3B :  66       6 -23     :  50 | 3B : 100       6  -9   8     : 106 |   6 | 112 | -3562--- |   6               |        :        |  p889 | Houston Astros       | ++-
SP Monte Gillen              34| SP :     100      12     : 112 |    :                         :   0 |  -2 | 110 |          |    *+   $13.06Mx4 |  $5.96M: $7.64M |  p343 | Houston Astros       | **
3B Joel Castillo             31| 3B :  89      12   6     : 107 |    :                         :   0 |   2 | 109 | -3982--- |  F *     $1.05M   |  $2.98M: $3.82M |  p513 | Houston Astros       | *
LF Paul Borrero              25| LF :  95       5 -13     :  87 | LF : 102       5  -5   0     : 102 |   6 | 108 | -2---733 |  F   #~           |        :        |  p319 | Houston Astros       | ++-
LF Jose Suarez               29| RF : 105       3  -3     : 104 |    :                         :   0 |   4 | 108 | -2---616 |    *    $10.41Mx3 |        :        |   p19 | Houston Astros       | ***
RF Timothy Campbell          34| RF : 109       2  -1     : 110 |    :                         :   0 |  -2 | 108 | -2---326 |  F *     $3.67M   |        :        |   p69 | Houston Astros       | ***
2B Rene Fernandez            21| 3B :  64       2 -29     :  36 | 3B : 103       2 -11   7     : 100 |   6 | 106 | -3551--- |   T               |        :        |  p698 | Houston Astros       | ++-
2B Robert Fusco              29| 2B : 101       0   0     : 101 |    :                         :   0 |   4 | 105 | -3521425 |    *  ~   $440kx3 |        :        |  p480 | Houston Astros       | *
MR Milton Johnston           34| MR :      93      14     : 107 |    :                         :   0 |  -2 | 105 |          |    *+    $5.58Mx2 |  $6.95M: $8.92M |  p416 | Houston Astros       | ***
2B Frederick Klein           30| 2B : 103      -2   0     : 101 |    :                         :   0 |   3 | 104 | -2411--- |    *+ ~  $3.06Mx2 |        :        |  p481 | Houston Astros       | **^
RF Larry Kensaku             32| DH : 106       0  -3     : 103 |    :                         :   0 |   1 | 104 | -2---325 |  F *  ~   $550k   |        :        |  p455 | Houston Astros       | *
LF Juan Torres               30| LF : 103       3  -6     : 100 |    :                         :   0 |   3 | 103 | -2---622 |    *+ ~  $2.74Mx2 |        :        |   p66 | Houston Astros       | **^
1B Randolph Province         22| 1B :  81       2 -26     :  57 | 1B :  95       2   6  -8     :  95 |   6 | 101 | -4---1-1 |   8*  ~           |        :        |  p726 | Houston Astros       | ++-
SS Craig Gaffney             31| SS :  90      12  -5     :  97 |    :                         :   0 |   2 |  99 | -3656--- |  F *+ ~  $1.05M   |        :        |  p500 | Houston Astros       | *
MR Jon Santoyo               33| MR :      87      10     :  97 |    :                         :   0 |   0 |  97 |          |    *+ ~  $3.35Mx3 |  $4.97M: $6.37M |  p446 | Houston Astros       | *^
RF Abraham Tetreault         36| 1B : 109       0   0     : 109 |    :                         :   0 | -12 |  97 | -3---214 |  F *+    $5.77M   |        :        |  p104 | Houston Astros       | **^
RF Tony Telles               36| RF : 107       2  -2     : 108 |    :                         :   0 | -12 |  96 | -2---626 |    *+    $3.67Mx3 |        :        |  p179 | Houston Astros       | **^
SS Arturo Llorent            37| SS :  99      12   5     : 116 |    :                         :   0 | -20 |  96 | -2666--- |    *  ~  $2.46Mx2 |  $2.48M: $3.18M |   p77 | Houston Astros       | *
 C Ricky Diaz                21| DH :  63       0 -46     :  17 | DH : 103       0 -12  -2     :  89 |   6 |  95 | 2------- |                   |        :        |  p843 | Houston Astros       | +-
3B Jamey Escobar             30| 3B :  94      -2  -2     :  90 |    :                         :   0 |   3 |  93 | -3241--- |    *+ ~           |        :        |  p107 | Houston Astros       | *
SP Matthew Spengler          29| SP :      88       0     :  88 |    :                         :   0 |   4 |  92 |          |       ~  $1.31Mx2 |        :        |  p150 | Houston Astros       | *
SP Jamaal Bray               34| SP :      91       3     :  94 |    :                         :   0 |  -2 |  92 |          |    *  ~ $12.81Mx3 |  $1.49M: $1.91M |  p396 | Houston Astros       | **
SS Michael Barton            23| SS :  62      15 -30     :  47 | SS :  91      15 -23   2     :  85 |   6 |  91 | -3337--- |   4               |        :        |  p817 | Houston Astros       | +++
MR Manuel Luna               36| MR :      90      12     : 102 |    :                         :   0 | -12 |  90 |          |    *     $1.32Mx3 |  $5.96M: $7.64M |  p450 | Houston Astros       | ***
SP Hector Colon              25| SP :      86      -2     :  83 | SP :      85     -18 -10     :  57 |   6 |  89 |          |   1*      $550k r |        :        |  p553 | Houston Astros       | +++-
SP Wayne Milsap              36| SP :      93       5     :  99 |    :                         :   0 | -12 |  87 |          |  F *  ~  $1.47M   |  $2.48M: $3.18M |  p192 | Houston Astros       | *^
2B Luis Moya                 23| 2B :  63      11 -27     :  47 | 2B :  90      11 -22   0     :  79 |   6 |  85 | -3821--- |   9  #            |        :        |  p615 | Houston Astros       | ++-
SP Roberto Mirlo             21| MR :      55     -18     :  37 | SP :      92     -16  -2     :  74 |   6 |  80 |          |   3               |        :        |  p799 | Houston Astros       | +++
CF Paul Vankirk              19| CF :  55      15 -35     :  36 | CF :  81      15 -17  -7     :  73 |   6 |  79 | -2---383 |   7               |        :        |  p893 | Houston Astros       | ++-
SP Tony Ramirez              19| SP :      71     -17     :  54 | SP :      82       1 -13     :  71 |   6 |  77 |          |                   |        :        |  p694 | Houston Astros       | +-
MR Serafin Planas            32| MR :      76       0     :  76 |    :                         :   0 |   1 |  77 |          |    *  ~  $4.65Mx4 |        :        |  p535 | Houston Astros       | **^
SS Zack Davis                25| 3B :  77       2 -16     :  63 | SS :  92       6 -23  -6     :  69 |   6 |  75 | -3554--- |     +#~           |        :        |  p347 | Houston Astros       | +
SP Eric Trautman             32| SP :      80      -8     :  73 |    :                         :   0 |   1 |  74 |          |    *  ~           |        :        |  p353 | Houston Astros       | *
MR Wayne Balcom              34| MR :      75      -1     :  75 |    :                         :   0 |  -2 |  73 |          |    *+    $4.46Mx3 |        :        |  p266 | Houston Astros       | **^
2B Manuel Mercado            22| 2B :  58       2 -41     :  20 | 2B :  90       2 -17  -9     :  66 |   6 |  72 | -2512--- |      #            |        :        |  p621 | Houston Astros       | ++
SP Brian Bonfiglio           21| SP :      71     -17     :  54 | SP :      83      -8 -11     :  64 |   6 |  70 |          |   5               |        :        |  p762 | Houston Astros       | ++-
SP Gene Hursey               22| MR :      54     -19     :  34 | SP :      90     -22  -4     :  64 |   6 |  70 |          |   2*  ~   $550k r |        :        |  p865 | Houston Astros       | +++
CF Jose Miranda              17| CF :  52       8 -45     :  16 | CF :  80       8 -16 -15     :  58 |   6 |  64 | -2---763 |                   |        :        |  p766 | Houston Astros       | +-
MR Joshua Blood              22| MR :      67      -8     :  58 | MR :      66     -16 -20     :  30 |   6 |  64 |          |                   |        :        |  p681 | Houston Astros       | +++
MR Gonzalo Villanueva        20| MR :      62     -12     :  50 | MR :      71      -7 -15     :  49 |   6 |  56 |          |                   |        :        |  p792 | Houston Astros       | +++
RF Joseph Sherman            25| DH :  58       0 -51     :   7 | DH :  98       0 -42  -7     :  49 |   6 |  55 | -2---213 |  F   #~           |        :        |  p687 | Houston Astros       | ++
3B Alfonso Martinez          19| 3B :  64       0 -31     :  33 | 3B :  77       0  -8 -21     :  48 |   6 |  54 | -3241--- |                   |        :        |  p780 | Houston Astros       | +
SP Mark Stanberry            18| MR :      51     -22     :  29 | SP :      77     -12 -17     :  47 |   6 |  53 |          |                   |        :        |  p786 | Houston Astros       | ++
MR Donald Johnson            22| MR :      55     -18     :  37 | MR :      80     -27  -7     :  46 |   6 |  52 |          |                   |        :        |  p251 | Houston Astros       | ++++
1B Carlos Salerno            31| 1B :  76       3 -30     :  49 |    :                         :   0 |   2 |  51 | -6---1-1 |  F  + ~           |        :        |  p378 | Houston Astros       | *
MR Israel Castor             18| MR :      49     -23     :  26 | MR :      75     -20 -11     :  44 |   6 |  50 |          |                   |        :        |  p866 | Houston Astros       | +++-
LF Derrick Shisler           23| DH :  66       0 -43     :  23 | DH :  81       0 -19 -24     :  38 |   6 |  44 | -2---412 |                   |        :        |  p592 | Houston Astros       | ++
1B James Burford             34| 1B :  76       2 -32     :  46 |    :                         :   0 |  -2 |  44 | -4------ |    *  ~  $5.51Mx4 |        :        |   p30 | Houston Astros       | **^
MR Alfonso Navarro           19| MR :      50     -22     :  28 | MR :      58     -19 -26     :  12 |   6 |  34 |          |                   |        :        |  p879 | Houston Astros       | ++-
SP Jose Bolivar              19| MR :      49     -23     :  26 | SP :      58     -14 -36     :   8 |   6 |  32 |          |       ~           |        :        |  p622 | Houston Astros       | ++
RF Gustavo Morales           21| RF :  57       3 -51     :   9 | RF :  72       3 -18 -31     :  26 |   6 |  32 | -2---526 |                   |        :        |   p62 | Houston Astros       | +
RF Thomas Johnson            24| 1B :  55       1 -53     :   2 |    :  70       1 -38 -34     :  -1 |   6 |   8 | -3---215 |                   |        :        |  p750 | Houston Astros       | +

--- Toronto Blue Jays ---
SP Richard Wagner            26| SP :     149      61  28 : 238 | SP :     160      46  66  38 : 309 |   6 | 315 |          |    *     $9.61Mx3 | $44.21M:$56.68M |  p230 | Toronto Blue Jays    | ****^
2B Frederick Wester          19| 3B :  94      14  13     : 121 | 3B : 113      14  22  29     : 178 |   6 | 184 | -3993--- |   1*      $550k r |  $6.46M: $8.28M |  p574 | Toronto Blue Jays    | +++++
MR John Johnson              18| MR :     101      22     : 123 | MR :     113      32  22     : 167 |   6 | 173 |          |    *      $550k r | $10.93M:$14.01M |  p601 | Toronto Blue Jays    | +++++
SP Herme Jasso               22| SP :     111      23     : 134 | SP :     115      28  21     : 164 |   6 | 170 |          |   2*      $550k r | $11.42M:$14.65M |  p677 | Toronto Blue Jays    | +++++
SP Randy Chatham             29| SP :     124      36   3 : 163 |    :                         :   0 |   4 | 167 |          |    *     $2.88Mx3 | $19.37M:$24.84M |  p300 | Toronto Blue Jays    | **^
RF James Corman              29| CF : 130       1  26   7 : 163 |    :                         :   0 |   4 | 167 | -1---434 |    *+    $4.32Mx2 | $16.39M:$21.02M |   p81 | Toronto Blue Jays    | **^
CL Jason Neville             19| MR :      90      12     : 102 | MR :     108      20  17     : 146 |   6 | 152 |          |   3               |  $5.96M: $7.64M |  p748 | Toronto Blue Jays    | +++++
SP James Clanton             27| SP :     116      28     : 144 | SP :     109      13  15     : 137 |   6 | 150 |          |    *     $3.51Mx4 | $13.91M:$17.83M |  p560 | Toronto Blue Jays    | **^
1B Matthew Barnard           31| 1B : 126       3  19     : 148 |    :                         :   0 |   2 | 150 | -5---1-- |    *+    $6.56Mx2 |  $9.44M: $12.1M |  p503 | Toronto Blue Jays    | ***^
CF Augustine Harris          22| CF :  98       3  -4     :  98 | CF : 106       3  23   6     : 138 |   6 | 144 | -2---242 |   9               |        :        |  p710 | Toronto Blue Jays    | +++
CL Willian Leyva             26| MR :     108      28   1 : 137 | MR :     109       5  18     : 132 |   6 | 143 |          |    *     $2.99M a | $13.91M:$17.83M |  p361 | Toronto Blue Jays    | *****
CF Tyler Soares              28| CF : 103       7   5     : 115 | CF : 113       7  -1  17     : 136 |   5 | 141 | -2---667 |  F *+     $3.5M   |  $2.48M: $3.18M |  p356 | Toronto Blue Jays    | ***
3B Ronald Delrosario         30| 3B : 109       8  22     : 138 |    :                         :   0 |   3 | 141 | -3572--- |    *     $3.06Mx2 | $10.93M:$14.01M |  p409 | Toronto Blue Jays    | **^
CF Nicholas Danos            32| CF : 109      11  15     : 136 |    :                         :   0 |   1 | 137 | -2---772 |    *+     $5.9Mx3 |  $7.45M: $9.55M |  p382 | Toronto Blue Jays    | ****
 C Antonio España            19|  C :  57      16 -22     :  51 |  C : 100      16 -15  18     : 119 |   6 | 125 | 92-1---- |                   |        :        |  p911 | Toronto Blue Jays    | ++
3B Gabriel Iglesias          33| 3B : 101       7  13     : 122 |    :                         :   0 |   0 | 122 | -33731-3 |    *      $550kx4 |  $6.46M: $8.28M |  p242 | Toronto Blue Jays    | *^
SS Donald Frazee             29| SS :  98      12   4     : 114 |    :                         :   0 |   4 | 118 | -3226--- |    *     $1.43Mx3 |  $1.99M: $2.55M |   p83 | Toronto Blue Jays    | *
SP Lloyd Peraza              19| SP :      64     -24     :  41 | SP :     105      -5  11     : 111 |   6 | 117 |          |   5               |        :        |  p625 | Toronto Blue Jays    | +++-
SP Anthony Corvin            22| SP :      88       0     :  87 | SP :      99       5   5     : 109 |   6 | 115 |          |   7               |        :        |  p652 | Toronto Blue Jays    | +++-
SP Fabian Dominguez          23| SP :      76     -12     :  65 | SP :     102      -9   8     : 101 |   6 | 107 |          |   6               |        :        |  p864 | Toronto Blue Jays    | +++-
LF Myles Haire               28| DH :  95       0 -14     :  81 | DH : 108       0  -9   3     : 102 |   5 | 107 | -2---514 |    *     $3.06Mx3 |        :        |   p36 | Toronto Blue Jays    | **^
2B David Cantara             26| 2B :  97       2  -2     :  97 | 2B :  97       2  -4  -2     :  93 |   6 | 103 | -251---- |  F *     $1.21M   |        :        |  p256 | Toronto Blue Jays    | **^
CF Ignacio Briceno           18| CF :  55      12 -38     :  29 | CF :  94      12 -14   3     :  95 |   6 | 101 | -2---878 |                   |        :        |  p838 | Toronto Blue Jays    | +-
MR Edward Kolar              26| MR :      86       8     :  94 | MR :      87     -18  -1     :  69 |   6 | 100 |          |    *      $550k a |  $3.97M: $5.09M |  p351 | Toronto Blue Jays    | ***
SP Richard Smith             30| SP :      92       4     :  96 |    :                         :   0 |   3 |  99 |          |    *+ ~   $890kx4 |  $1.99M: $2.55M |  p164 | Toronto Blue Jays    | *
 C George Ramirez            17|  C :  53      13 -29     :  38 |  C :  89      13 -15   5     :  92 |   6 |  98 | 81------ |                   |        :        |   p13 | Toronto Blue Jays    | +
SP Albert Garduno            21| SP :      76     -12     :  64 | SP :      93      -3  -1     :  90 |   6 |  96 |          |                   |        :        |  p815 | Toronto Blue Jays    | +++
SS Scott Stam                19| SS :  60       6 -41     :  25 | SS :  97       6 -12  -1     :  89 |   6 |  95 | -2414--- |                   |        :        |  p692 | Toronto Blue Jays    | ++
SP Keith Willis              31| SP :      90       2     :  92 |    :                         :   0 |   2 |  94 |          | IF *+     $930k   | $993.4k: $1.27M |  p217 | Toronto Blue Jays    | **
MR Tyler Beaty               20| MR :      78       1     :  79 | MR :      83       9  -5     :  87 |   6 |  93 |          |                   | $496.7k:$636.8k |  p905 | Toronto Blue Jays    | +++++
SS Tom Varnado               33| 3B :  87       6  -2     :  91 |    :                         :   0 |   0 |  91 | -3565--- |    *      $3.3Mx2 |        :        |  p267 | Toronto Blue Jays    | **
MR Gordon Fussell            33| MR :      83       6     :  89 |    :                         :   0 |   0 |  89 |          |    *     $2.78Mx2 |  $2.98M: $3.82M |  p139 | Toronto Blue Jays    | ***
1B Jonah Simkins             34| DH : 100       0  -9     :  91 |    :                         :   0 |  -2 |  89 | -2---2-- |  F *     $5.77M   |        :        |   p48 | Toronto Blue Jays    | **^
SP Trenton Axtell            20| SP :      79      -9     :  70 | SP :      83      10 -11     :  82 |   6 |  88 |          |   4               |        :        |  p635 | Toronto Blue Jays    | +++-
MR Don Fike                  26| MR :      79       2     :  81 | MR :      70     -25 -16     :  30 |   6 |  87 |          |      #            | $993.4k: $1.27M |  p259 | Toronto Blue Jays    | ***
MR Ernesto Mariscal          26| MR :      79       2     :  81 | MR :      86     -25  -2     :  59 |   6 |  87 |          |    *     $1.31M a | $993.4k: $1.27M |  p377 | Toronto Blue Jays    | **^
 C Ulysses Sonnier           29|  C :  84       4  -7     :  81 |    :                         :   0 |   4 |  85 | 61------ |  F *+     $550k   |        :        |   p64 | Toronto Blue Jays    | *
MR Cordell Galeano           30| MR :      77       1     :  78 |    :                         :   0 |   3 |  81 |          |  F *     $2.05M   | $496.7k:$636.8k |  p539 | Toronto Blue Jays    | **^
SP Russell Still             18| MR :      48     -24     :  24 | SP :      91     -15  -3     :  74 |   6 |  80 |          |   T               |        :        |  p831 | Toronto Blue Jays    | +++
SP Nicanor Montero           23| SP :      73     -15     :  59 | SP :      90     -12  -4     :  74 |   6 |  80 |          |                   |        :        |  p581 | Toronto Blue Jays    | +++
2B Donald Genovese           26| SS :  75       9 -23     :  61 | SS :  93       9 -26  -2     :  74 |   6 |  80 | -3655--- |    *+             |        :        |   p56 | Toronto Blue Jays    | *
MR James Roberts             28| MR :      75      -1     :  75 | MR :      76     -27 -11     :  38 |   5 |  80 |          |    *+    $1.49M a |        :        |  p421 | Toronto Blue Jays    | **^
MR Rod Martina               17| MR :      65     -10     :  55 | MR :      81      -2  -6     :  73 |   6 |  79 |          |   8               |        :        |  p649 | Toronto Blue Jays    | +++++
 C Warren Wolford            19|  C :  59       4 -32     :  31 |  C :  88       4 -13  -6     :  73 |   6 |  79 | 61------ |                   |        :        |  p422 | Toronto Blue Jays    | +-
MR Ernest Koss               25| MR :      74      -1     :  73 | MR :      73     -29 -14     :  30 |   6 |  79 |          |    *              |        :        |  p467 | Toronto Blue Jays    | +++-
MR Jeffrey Ellis             30| MR :      76       0     :  76 |    :                         :   0 |   3 |  79 |          |  F *+    $2.05M   |        :        |   p45 | Toronto Blue Jays    | ***
CL Bill Ruder                18| MR :      60     -14     :  45 | MR :      84     -10  -4     :  70 |   6 |  76 |          |                   |        :        |   p55 | Toronto Blue Jays    | +++++
MR Micheal Neal              29| MR :      74      -2     :  71 |    :                         :   0 |   4 |  75 |          |    *+             |        :        |  p199 | Toronto Blue Jays    | **^
 C Douglass Schmidt          21|  C :  61       4 -30     :  35 |  C :  86       4 -14  -8     :  68 |   6 |  74 | 61------ |                   |        :        |  p518 | Toronto Blue Jays    | +
MR Mariano Paradiso          29| MR :      73      -3     :  70 |    :                         :   0 |   4 |  74 |          |  F *+     $550k   |        :        |  p142 | Toronto Blue Jays    | **^

--- Oakland A's ---
SP Ricky Steppe              28| SP :     133      45  12 : 190 | SP :     141      30  47  19 : 236 |   5 | 241 |          |    *+    $9.61Mx2 | $28.31M: $36.3M |  p182 | Oakland A's          | ***
2B Chase Flower              25| 3B : 122       4  31     : 158 | 2B : 132       5  22  37  11 : 207 |   6 | 213 | -3762--- |   5*      $550k r |  $15.4M:$19.74M |  p686 | Oakland A's          | +++++
